n,m,r,q
80,7,1.6252742391691026e-15,9.95603440572921e-16
80,8,2.3893621521524214e-15,7.623406765370523e-15
80,9,-3.2197266995635487e-15,7.135330331944737e-16
80,10,9.138277237671767e-15,-3.0758095243207405e-15
80,11,7.960166796978251e-16,8.457155459729808e-15
80,12,-1.5885791109109147e-15,-2.6479941100612514e-15
80,13,5.1760182050848266e-15,-4.304038114152277e-17
80,14,-9.03265454112226e-16,4.384432644730975e-15
80,15,8.057447431881362e-17,-4.0876698824856597e-16
80,16,-1.158796844039716e-15,2.7390913358080924e-15
80,17,4.4553855296498844e-17,3.8772766487791595e-16
80,18,1.5992480436823326e-15,2.597029065338593e-15
80,19,-2.8875186630115987e-15,4.7692148214326534e-15
80,20,-1.1041766369296183e-17,-3.1363095310032086e-15
80,21,3.602455554365139e-15,4.424136271442623e-15
80,22,-4.3814396992153285e-15,1.4460488540743446e-15
80,23,6.760223410808163e-16,-2.2085774620547726e-15
80,24,-5.686478183077651e-17,2.2382021610479922e-15
80,25,-1.211093592785633e-15,1.1419457006391427e-15
80,26,4.686128067908855e-16,2.217449617233946e-15
80,27,-3.049549352495426e-15,-9.928310970971922e-16
80,28,1.7912064551211537e-15,-2.17818517387319e-15
80,29,-1.584339208431454e-15,3.955502933236808e-15
80,30,-3.611480879898788e-15,-1.4438669339824847e-15
80,31,1.2565571464804698e-15,-1.4625406004877444e-15
80,32,-8.231477940076602e-16,3.4559608406701733e-15
80,33,-3.140095726191227e-15,-4.272772160437952e-16
80,34,6.578784028943995e-16,9.061197294764017e-16
80,35,-1.4934183244720284e-15,-7.32062174413231e-16
80,36,3.326711598003288e-16,2.205599796164316e-16
80,37,-3.3158793421352247e-15,4.590579046485562e-16
80,38,2.2428864772736124e-16,-6.108966877172774e-16
80,39,4.728069822422184e-16,1.3599395806868013e-15
80,40,-1.1578063940220448e-15,-1.8275101215247707e-16
80,41,1.531395890640077e-16,-1.366129435165863e-15
80,42,-3.794267691442083e-16,3.664120587260229e-16
80,43,3.6197533484035005e-17,-4.496376922325381e-16
80,44,6.331454601853266e-18,1.0578897628074628e-15
80,45,-8.605728797427923e-16,-6.987489251406916e-16
80,46,9.729816075833433e-16,-3.2293200675476477e-16
80,47,-4.648495410387323e-16,5.397070298769478e-16
80,48,6.167063526520177e-16,-8.797864472487079e-16
80,49,-1.9275515235746732e-16,-4.650681904714613e-16
80,50,8.933777043837211e-16,-6.235102480241102e-16
80,51,2.2849915444279147e-16,1.587263096987666e-15
80,52,-3.2834296230059626e-16,-1.233760322211015e-15
80,53,1.9388730483981987e-15,-1.7464364707616076e-15
80,54,3.508026396102257e-16,9.83551532581764e-16
80,55,-1.0854385211281892e-15,-6.780073921565446e-16
80,56,1.879930244574839e-15,-1.0491085876149324e-15
80,57,1.2862553080911996e-15,1.4244111898801002e-15
80,58,-1.3556478237584518e-16,-5.069577959411687e-17
80,59,6.57902216466016e-16,-2.4516733655675944e-16
80,60,6.045524618509497e-16,2.9394348204326375e-17
80,61,7.731143549992412e-16,3.9517383054182154e-16
80,62,-5.463143239395513e-17,4.117644135278643e-16
80,63,2.658508775636369e-16,-8.431677951394255e-16
80,64,1.3727154995915562e-15,4.981986581263578e-16
80,65,-3.2159306051834596e-16,6.37776314889422e-16
80,66,6.227642564370202e-16,1.0395935009874519e-17
80,67,4.968280744785082e-16,-3.228757756513126e-16
80,68,7.014594656886953e-16,-3.9509592237907906e-16
80,69,-3.9093981907743046e-16,2.0348976143977772e-17
80,70,-1.0911269980465661e-16,-1.7090490455770862e-16
80,71,5.963391074907921e-17,5.196558835069083e-16
80,72,3.9989220779309375e-16,2.092060421844643e-17
80,73,-1.6443458207324243e-16,-7.522838482948426e-16
80,74,5.101621708901135e-16,-1.7268621878658783e-16
80,75,-1.62436179718917e-15,2.3928631353438613e-16
80,76,6.120147653311574e-16,-1.122261530379457e-15
80,77,-2.4398542987472093e-16,1.5983841473971883e-15
80,78,-7.156653866233314e-16,-1.8026857554540807e-15
80,79,9.133678078246646e-17,-7.453239561007671e-16
80,80,-6.862174270255757e-16,3.0053237372107024e-16
81,0,5.326098566160373e-15,0.0
81,1,4.283052923498579e-14,3.215301087750947e-15
81,2,-3.2709670997062508e-15,-1.2552540655563984e-14
81,3,1.4388291195922262e-14,-1.4086424681717785e-14
81,4,-1.1054630996734358e-16,5.917949646035726e-15
81,5,3.773086936624727e-15,3.2662066488044396e-15
81,6,-1.410904431721888e-15,-1.1944441975417049e-15
81,7,1.6056832511893712e-15,9.836024781711451e-16
81,8,2.3605608802969257e-15,7.531514537766319e-15
81,9,-3.1809162480415845e-15,7.0493213573387e-16
81,10,9.028124824494895e-15,-3.0387338444344235e-15
81,11,7.864215277980458e-16,8.355213260092785e-15
81,12,-1.5694304444787078e-15,-2.6160752993581845e-15
81,13,5.113626697242723e-15,-4.2521574180047947e-17
81,14,-8.923775299529986e-16,4.331582876260653e-15
81,15,7.960323296162577e-17,-4.038397279990079e-16
81,16,-1.1448287551502134e-15,2.706074442940439e-15
81,17,4.401680498060223e-17,3.830540117558952e-16
81,18,1.5799707743789028e-15,2.565724585161714e-15
81,19,-2.85271263332443e-15,4.711726904632095e-15
81,20,-1.0908669377414694e-17,-3.09850458655641e-15
81,21,3.5590317051695935e-15,4.3708079171097344e-15
81,22,-4.328626007585583e-15,1.4286182414210868e-15
81,23,6.678735959404794e-16,-2.181955361323304e-15
81,24,-5.617933611923534e-17,2.211222965428847e-15
81,25,-1.1964951210651171e-15,1.1281807347302727e-15
81,26,4.629641675374374e-16,2.1907205719135085e-15
81,27,-3.0127902116264495e-15,-9.808635524081936e-16
81,28,1.7696153271220806e-15,-2.151929420517501e-15
81,29,-1.5652416496071254e-15,3.907823465642188e-15
81,30,-3.567948239805201e-15,-1.4264626221031284e-15
81,31,1.2414106589774565e-15,-1.4449111970101673e-15
81,32,-8.132256047861102e-16,3.4143028326514125e-15
81,33,-3.1022451431053422e-15,-4.221268342794189e-16
81,34,6.499483640291936e-16,8.951974000008266e-16
81,35,-1.4754167221957261e-15,-7.232379274561896e-16
81,36,3.286611554971883e-16,2.179013588093459e-16
81,37,-3.275909870664846e-15,4.535244397875318e-16
81,38,2.2158508171018045e-16,-6.035329644898389e-16
81,39,4.671077865725844e-16,1.3435469256281592e-15
81,40,-1.143850243975799e-15,-1.8054813906430625e-16
81,41,1.5129365083631034e-16,-1.3496621678591626e-15
81,42,-3.7485317467359597e-16,3.6199534303267627e-16
81,43,3.576120992319139e-17,-4.442177782195865e-16
81,44,6.2551355118130915e-18,1.0451380036719478e-15
81,45,-8.501995700966965e-16,-6.903262347027505e-16
81,46,9.612533278141335e-16,-3.1903939779676056e-16
81,47,-4.592462640339057e-16,5.33201423819781e-16
81,48,6.092725999654518e-16,-8.691815380602181e-16
81,49,-1.9043168977997825e-16,-4.5946227787548e-16
81,50,8.826089667478566e-16,-6.159944814661388e-16
81,51,2.2574483515304746e-16,1.5681302937324725e-15
81,52,-3.243851299098307e-16,-1.2188886266781661e-15
81,53,1.915501953434672e-15,-1.7253849982891547e-15
81,54,3.465740792047058e-16,9.716958433769029e-16
81,55,-1.0723546904073927e-15,-6.698347192932261e-16
81,56,1.8572696437133943e-15,-1.0364626763994168e-15
81,57,1.2707508401851782e-15,1.407241396729744e-15
81,58,-1.339306901359055e-16,-5.008469477857263e-17
81,59,6.499718905530098e-16,-2.422120996941105e-16
81,60,5.972652116578414e-16,2.904002995546432e-17
81,61,7.637952667674046e-16,3.9041042164905085e-16
81,62,-5.397290738349742e-17,4.068010224388444e-16
81,63,2.6264632215924375e-16,-8.330042856581469e-16
81,64,1.3561688441386046e-15,4.921933922532817e-16
81,65,-3.1771659116250304e-16,6.300885857556951e-16
81,66,6.15257482030566e-16,1.0270622842298022e-17
81,67,4.90839329563633e-16,-3.189838445006872e-16
81,68,6.930041025078935e-16,-3.9033345258805684e-16
81,69,-3.862274467824879e-16,2.0103690433155013e-17
81,70,-1.0779745986619435e-16,-1.688448239570471e-16
81,71,5.89150860729022e-17,5.133919731328749e-16
81,72,3.950719237774756e-16,2.0668428126624636e-17
81,73,-1.6245249447029366e-16,-7.432158501231464e-16
81,74,5.040126973325116e-16,-1.7060466629841027e-16
81,75,-1.604781807747058e-15,2.364019662782806e-16
81,76,6.046375648427337e-16,-1.1087338366389724e-15
81,77,-2.410444396659861e-16,1.5791172914635951e-15
81,78,-7.070387858633173e-16,-1.780956256446954e-15
81,79,9.023581103145912e-17,-7.363398521796708e-16
81,80,-6.77945790743927e-16,2.9690976900661933e-16
81,81,-4.516998788071552e-16,-1.0601730275684014e-15
82,0,5.262664521974778e-15,0.0
82,1,4.232041594094227e-14,3.1770067248628377e-15
82,2,-3.2320097524181824e-15,-1.2403039400809595e-14
82,3,1.4216926079760823e-14,-1.3918654807657548e-14
82,4,-1.0922969905150801e-16,5.84746663212384e-15
82,5,3.728149322256376e-15,3.2273059986745436e-15
82,6,-1.3941005042406851e-15,-1.1802183199949605e-15
82,7,1.5865595002788722e-15,9.718877338256704e-16
82,8,2.332446507022852e-15,7.441813902293939e-15
82,9,-3.1430314099518513e-15,6.965363661681136e-16
82,10,8.920599501424704e-15,-3.0025424043846996e-15
82,11,7.770552163557836e-16,8.255702340319687e-15
82,12,-1.5507384659273138e-15,-2.584917739265946e-15
82,13,5.0527232014038585e-15,-4.2015140552905604e-17
82,14,-8.817492783421617e-16,4.27999355320305e-15
82,15,7.865515531449274e-17,-3.9902998089583794e-16
82,16,-1.1311937994810601e-15,2.6738449894951676e-15
82,17,4.3492563095596873e-17,3.7849182335375495e-16
82,18,1.5611532600822886e-15,2.53516670406329e-15
82,19,-2.818736713242733e-15,4.655610051189341e-15
82,20,-1.0778746694479477e-17,-3.0616012746083957e-15
82,21,3.516643497058301e-15,4.3187514222671e-15
82,22,-4.2770719009506306e-15,1.4116033417670643e-15
82,23,6.599191950466517e-16,-2.155968186831158e-15
82,24,-5.551023800821896e-17,2.184887212616384e-15
82,25,-1.182244816938243e-15,1.114744057641548e-15
82,26,4.574502460252623e-16,2.164629003417202e-15
82,27,-2.9769077612676657e-15,-9.691814287766823e-16
82,28,1.7485391387155465e-15,-2.1262998561657103e-15
82,29,-1.5465995597680163e-15,3.861281133894138e-15
82,30,-3.5254538354143936e-15,-1.409473395960282e-15
82,31,1.22662540902088e-15,-1.4277022476118689e-15
82,32,-8.035400557287543e-16,3.3736383511253886e-15
82,33,-3.0652972809811616e-15,-4.170992870185146e-16
82,34,6.422074533550779e-16,8.845355636263977e-16
82,35,-1.457844450788177e-15,-7.146241351883481e-16
82,36,3.2474678816039923e-16,2.1530614502366153e-16
82,37,-3.2368936547795313e-15,4.481229458055175e-16
82,38,2.1894599463932187e-16,-5.963448630566146e-16
82,39,4.615445143941197e-16,1.3275452287036585e-15
82,40,-1.1302269424133624e-15,-1.7839780360040804e-16
82,41,1.4949173748211023e-16,-1.3335876381582743e-15
82,42,-3.7038865856485684e-16,3.5768396420637936e-16
82,43,3.5335292501232486e-17,-4.3892712694425305e-16
82,44,6.1806366009284434e-18,1.0326903687884715e-15
82,45,-8.400736596528408e-16,-6.821044219948836e-16
82,46,9.498047627317057e-16,-3.1523962597402933e-16
82,47,-4.537766228992322e-16,5.268509738124712e-16
82,48,6.020161392471248e-16,-8.588295516285509e-16
82,49,-1.8816364083687558e-16,-4.539900640074257e-16
82,50,8.720970591104341e-16,-6.086579628737735e-16
82,51,2.2305620525446647e-16,1.5494538000277932e-15
82,52,-3.205216902065951e-16,-1.2043716150153944e-15
82,53,1.8926882495494728e-15,-1.7048355948451365e-15
82,54,3.424463682393975e-16,9.60122907521875e-16
82,55,-1.0595829037104426e-15,-6.618569613428464e-16
82,56,1.8351494889358585e-15,-1.0241183650062392e-15
82,57,1.2556161475121323e-15,1.3904810961399062e-15
82,58,-1.323355703290986e-16,-4.948818408652654e-17
82,59,6.422306996770666e-16,-2.3932734402475416e-16
82,60,5.901517594082832e-16,2.869416205225841e-17
82,61,7.546984349872522e-16,3.8576061811466826e-16
82,62,-5.333008792582862e-17,4.0195600620199057e-16
82,63,2.5951819409362964e-16,-8.230831717307863e-16
82,64,1.340016819666359e-15,4.863313495208355e-16
82,65,-3.139325740190073e-16,6.225842058248371e-16
82,66,6.079297411305734e-16,1.0148299318784715e-17
82,67,4.84993413771276e-16,-3.151847343199053e-16
82,68,6.84750396288751e-16,-3.8568456575822924e-16
82,69,-3.816274626439007e-16,1.9864254686446777e-17
82,70,-1.0651358786358201e-16,-1.668338754380974e-16
82,71,5.821340507193627e-17,5.072774544652795e-16
82,72,3.9036660156871765e-16,2.0422266331692577e-17
82,73,-1.605176788478863e-16,-7.343641200076572e-16
82,74,4.980098862099717e-16,-1.6857275798770026e-16
82,75,-1.5856687930635439e-15,2.3358640952727803e-16
82,76,5.974363075756992e-16,-1.0955287728742355e-15
82,77,-2.3817359087366136e-16,1.5603099421821959e-15
82,78,-6.986179260113533e-16,-1.7597449971244454e-15
82,79,8.916109895976363e-17,-7.275700154711375e-16
82,80,-6.698714296123621e-16,2.9337356193640767e-16
82,81,-4.463201154184469e-16,-1.0475463249567687e-15
82,82,6.585551113699305e-16,-3.4144156012591216e-16
83,0,5.200725383922266e-15,0.0
83,1,4.18223241331783e-14,3.1396148186709536e-15
83,2,-3.193970485919968e-15,-1.2257061338459306e-14
83,3,1.4049599406464493e-14,-1.375483864988482e-14
83,4,-1.0794411579216566e-16,5.778644642526702e-15
83,5,3.6842707214853415e-15,3.18932209319189e-15
83,6,-1.3776925832663043e-15,-1.1663276938398962e-15
83,7,1.5678864255453488e-15,9.604490627369833e-16
83,8,2.3049946856887465e-15,7.354227179497798e-15
83,9,-3.106039377571391e-15,6.883384538819447e-16
83,10,8.815608153083431e-15,-2.9672038629068703e-15
83,11,7.679096342805224e-16,8.158536525390328e-15
83,12,-1.5324869882731065e-15,-2.5544944477872213e-15
83,13,4.993254976019914e-15,-4.152064169588449e-17
83,14,-8.713714953672279e-16,4.229619999949036e-15
83,15,7.77294203558566e-17,-3.9433358176748835e-16
83,16,-1.1178801693574528e-15,2.642375065230793e-15
83,17,4.298067565557725e-17,3.740371488821893e-16
83,18,1.5427792050967198e-15,2.5053289593593608e-15
83,19,-2.7855614801101234e-15,4.600815664719296e-15
83,20,-1.0651885809322408e-17,-3.0255676374236797e-15
83,21,3.475254222454867e-15,4.267921706741569e-15
83,22,-4.226732734198255e-15,1.394989420454769e-15
83,23,6.521522500029727e-16,-2.1305934340603222e-15
83,24,-5.485690806842096e-17,2.1591720962287956e-15
83,25,-1.1683303398473252e-15,1.101624033404554e-15
83,26,4.520662672779182e-16,2.139152316823313e-15
83,27,-2.941870927734989e-15,-9.577746096522127e-16
83,28,1.7279596382266035e-15,-2.1012742859850245e-15
83,29,-1.5283967951334052e-15,3.815835633005154e-15
83,30,-3.4839608671855255e-15,-1.392884543129327e-15
83,31,1.2121885927976878e-15,-1.4108988495910635e-15
83,32,-7.940827592899096e-16,3.333932181238049e-15
83,33,-3.0292201435033884e-15,-4.1219022047772175e-16
83,34,6.346489673551407e-16,8.741249873567073e-16
83,35,-1.4406862929159792e-15,-7.062133381899336e-16
83,36,3.209246680043477e-16,2.1277209084169925e-16
83,37,-3.198796906999481e-15,4.4284874508669026e-16
83,38,2.163691011034746e-16,-5.893261586255159e-16
83,39,4.561123479934178e-16,1.31192063267473e-15
83,40,-1.11692469175222e-15,-1.762981436013085e-16
83,41,1.4773228857045136e-16,-1.3178919257524958e-15
83,42,-3.6602935461148134e-16,3.534741886552987e-16
83,43,3.491941237981854e-17,-4.337611567788983e-16
83,44,6.107893354217809e-18,1.0205360786848935e-15
83,45,-8.301863795189381e-16,-6.740763670459588e-16
83,46,9.38625998043947e-16,-3.1152940073901837e-16
83,47,-4.48435881004438e-16,5.206501804569742e-16
83,48,5.94930686506794e-16,-8.4872152328287605e-16
83,49,-1.8594904143051153e-16,-4.486468100090741e-16
83,50,8.618328783111683e-16,-6.014943389278084e-16
83,51,2.2043093643236385e-16,1.5312174422996555e-15
83,52,-3.167492975078712e-16,-1.1901967157001378e-15
83,53,1.8704121804043275e-15,-1.6847704649427795e-15
83,54,3.3841593217618397e-16,9.488227030212734e-16
83,55,-1.0471121008544066e-15,-6.54067209682171e-16
83,56,1.8135506245074754e-15,-1.0120649634399102e-15
83,57,1.24083812364666e-15,1.374115773932193e-15
83,58,-1.3077804160469566e-16,-4.89057309483293e-17
83,59,6.3467194007862425e-16,-2.3651057139191915e-16
83,60,5.832059449553023e-16,2.835644497809669e-17
83,61,7.458159819337657e-16,3.81220393275928e-16
83,62,-5.270241734857681e-17,3.972251691031745e-16
83,63,2.564637844530409e-16,-8.133958618158837e-16
83,64,1.3242454387547635e-15,4.806074534846253e-16
83,65,-3.102377321836309e-16,6.152566764121456e-16
83,66,6.007746880191916e-16,1.0028858508928845e-17
83,67,4.792852646227405e-16,-3.114751551343867e-16
83,68,6.766911994408154e-16,-3.8114523602070344e-16
83,69,-3.7713588314180077e-16,1.963046155595242e-17
83,70,-1.0525997198219666e-16,-1.6487031754846808e-16
83,71,5.752826010056263e-17,5.013070324192127e-16
83,72,3.857721664257035e-16,2.0181905661088933e-17
83,73,-1.586284596836183e-16,-7.257209924778602e-16
83,74,4.921485391747059e-16,-1.6658873425118914e-16
83,75,-1.5670062015437887e-15,2.3083720504987167e-16
83,76,5.904047573452033e-16,-1.0826349036906279e-15
83,77,-2.353703973841302e-16,1.541945812659977e-15
83,78,-6.903955147243538e-16,-1.7390336088421446e-15
83,79,8.811171388223826e-17,-7.190068514231612e-16
83,80,-6.619873513506864e-16,2.8992069020615387e-16
83,81,-4.410671331831015e-16,-1.0352171870900154e-15
83,82,6.508042209629882e-16,-3.3742295019149665e-16
83,83,-1.3433585298449313e-15,-8.109377487586337e-16
84,0,5.1402287920029586e-15,0.0
84,1,4.133583275179839e-14,3.1030937600786035e-15
84,2,-3.1568171438715006e-15,-1.2114483066548425e-14
84,3,1.3886169727106647e-14,-1.359483772707308e-14
84,4,-1.06688473426707e-16,5.711425498853714e-15
84,5,3.641414041713903e-15,3.1522228228155823e-15
84,6,-1.3616667984291013e-15,-1.152760576691864e-15
84,7,1.5496482417805864e-15,9.492767952707362e-16
84,8,2.278182210008456e-15,7.268680328295973e-15
84,9,-3.069908879835223e-15,6.803314688033638e-16
84,10,8.713062025459329e-15,-2.9326883467078032e-15
84,11,7.589770503914386e-16,8.063633676575982e-15
84,12,-1.5146605827032574e-15,-2.524779706715588e-15
84,13,4.935171749867044e-15,-4.10376595863755e-17
84,14,-8.612354082113259e-16,4.180419633419073e-15
84,15,7.682524551941367e-17,-3.8974656053194774e-16
84,16,-1.1048766101560053e-15,2.6116380671740986e-15
84,17,4.248070993856595e-17,3.6968622260014795e-16
84,18,1.5248330769891173e-15,2.4761861278331017e-15
84,19,-2.75315888937743e-15,4.547297425008941e-15
84,20,-1.0527979480607232e-17,-2.9903732141127835e-15
84,21,3.4348288931033792e-15,4.21827580183867e-15
84,22,-4.177565953317407e-15,1.378762432973004e-15
84,23,6.445661950538584e-16,-2.105809652566154e-15
84,24,-5.4218794010018715e-17,2.1340558780964326e-15
84,25,-1.154739927245423e-15,1.088809571059858e-15
84,26,4.468076799707431e-16,2.114268975517854e-15
84,27,-2.9076500927828782e-15,-9.466334523263657e-16
84,28,1.7078594288577345e-15,-2.0768315547108923e-15
84,29,-1.510617968069818e-15,3.771448545804836e-15
84,30,-3.4434342592056976e-15,-1.3766820402906068e-15
84,31,1.1980880062036663e-15,-1.3944867982631853e-15
84,32,-7.848457207822757e-16,3.295150757539247e-15
84,33,-2.9939832330097485e-15,-4.073954847974917e-16
84,34,6.272665164938077e-16,8.63956870653205e-16
84,35,-1.4239277439997611e-15,-6.979984264277157e-16
84,36,3.171915640152161e-16,2.1029705411100375e-16
84,37,-3.1615874223930196e-15,4.3769737910680043e-16
84,38,2.138522227361088e-16,-5.82470917963135e-16
84,39,4.50806695310579e-16,1.296659929352305e-15
84,40,-1.103932246988568e-15,-1.7424738412791824e-16
84,41,1.4601381675831126e-16,-1.3025617623348171e-15
84,42,-3.617715776935011e-16,3.493624576626962e-16
84,43,3.4513217996370694e-17,-4.287155006915336e-16
84,44,6.036844278471746e-18,1.0086648587812255e-15
84,45,-8.205293715227099e-16,-6.6623528337219e-16
84,46,9.277075838273339e-16,-3.07905585667829e-16
84,47,-4.432195235749594e-16,5.145938019377022e-16
84,48,5.880102520856381e-16,-8.388489082423077e-16
84,49,-1.837860194582335e-16,-4.434279989822653e-16
